DATES;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity;WLN FP Equity
19/03/2013;120,3;35,31;183,45;38,395;44,95;70,149428;14,075;40,955;54,74;38,01;21,75;30,65;15,535;85,29;119,0520867;66,2;161,3173775;5,35151169;52,8;52,76;35,905;33,675;32,765;256,5;14,515;8,328;24,90325809;22,425;33,72;10,005;75,95;27,84;57,69;41,69;35,245;6,562;42,9130788;99,84;6,268;#N/A
20/03/2013;123,2;35,725;184,7;38,73;45;71,24711361;14,25;42,24;54,81;38,475;22,035;30,925;16,215;87,68;120,1335591;66,48;163,5591675;5,433397263;52,08;53,77;35,595;32,92;32,6;257;14,955;8,58;24,94978449;23,165;34,27;10,165;77,82;28,19;57,93;41,355;35,375;6,696;41,37803827;100;6,325;#N/A
21/03/2013;120,35;35,21;181,6;38,25;44,36;69,75426118;13,965;42,02;54,39;36,97;22,005;30,215;15,93;85,59;117,7453076;65,37;159,2585908;5,266317609;52,25;51,04;35,675;33,1;32,89;260,1;15,3;8,522;24,82183688;22,475;33,755;10;77,32;28,14;56,27;40,64;34,69;6,641;41,17387032;95,57;6,18;#N/A
22/03/2013;120,3;35,125;182,4;38,1;44,245;69,92989088;13,965;41,175;54,45;36,37;21,84;30;16,2;88,28;117,925553;65,47;157,3370565;5,090966685;51,88;51,11;35,695;32,99;32,89;262,55;15,7;8,51;24,19373042;22,27;33,4;10,03;77,5;27,43;55,75;41,35;34,405;6,563;41,33266762;97,59;6,097;#N/A
23/03/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
24/03/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
25/03/2013;121,95;35,09;183;37,8;44,84;68,93465593;13,65;39,925;53,97;36,19;21,27;29,78;16,235;88,02;116,8440806;64,77;156,0560336;4,920578523;51,48;50,27;35,42;32,64;32,885;265,7;15,22;8,306;23,97273;21,755;32,585;9,895;76,95;25,78;56,09;41,455;34,495;6,18;41,30242051;95,94;6,196;#N/A
26/03/2013;121,25;35,765;182,9;37,7;44,795;69,13223934;13,725;40,365;54,43;36,545;21,415;29,59;16,11;87,41;118,3311051;66,68;157,703063;4,83042168;51,81;50,34;35,49;32,735;32,985;267,25;15,155;8,15;23,9843616;21,78;33,065;9,844;78,4;25,735;56,86;40,925;34,275;6,148;41,28729696;97,43;6,248;#N/A
27/03/2013;120,65;35,105;181,45;37,44;44,74;69,00783497;13,46;39,67;53,81;36,195;20,865;28,9;16,06;85,51;119,5928229;65,64;155,3697714;4,716278154;51,84;49,285;34,96;32,565;32,67;265,5;15;7,906;23,65867677;21,315;32,44;9,65;78,01;25,475;56,64;39,665;33,905;6,276;40,47062515;96,98;6,089;#N/A
28/03/2013;123,7;35,145;181,7;37,355;45,09;69,35909437;13,41;40,04;54,28;35,5;21,355;28,92;16,115;86,75;120,6742953;65,25;156,8337975;4,67326755;52,31;48,875;34,795;32,995;33,245;270,85;15,02;7,89;23,37951834;21,16;31,75;9,838;79,27;25,63;57;39,7;34,02;6,426;40,59917534;97,21;6;#N/A
29/03/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
30/03/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
31/03/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
01/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/04/2013;127,25;35,6;186,9;38,2;45,23;70,71290661;13,65;40,925;55,09;35,575;22,065;29,215;16,31;89,02;123,1977309;66,29;160,4938628;4,712142519;53,12;49,1;36,37;33,855;32,985;277,25;15,525;8,017;22,37222168;21,785;31,595;9,955;81;26,54;58,25;41,115;34,68;6,528;40,92433171;97,5;6,161;#N/A
03/04/2013;127,3;35,31;187;37,505;45,46;70,20065333;13,385;40,095;54,81;35,47;21,525;28,1;15,965;87,15;122,2063812;66,44;160,5396136;4,66499628;53,9;48,925;35,8;33,015;32,915;272,85;15,235;7,663;22,41409544;20,92;30,535;9,712;80,05;25,725;57,58;40,335;34,415;6,36;41,0528819;96,78;6,17;#N/A
04/04/2013;124,1;35,345;185,7;37,32;44,515;70,00306992;13,27;39,83;54,71;35,095;21,36;27,785;16,145;85,85;121,1249088;64,75;157,8860663;4,676576058;54,4;50,38;35,23;32,595;32,205;269,45;15,355;7,719;22,13028437;20,87;30,585;9,775;79,08;25,42;57,05;39,25;33,97;6,365;39,95642438;95,4;5,9;#N/A
05/04/2013;121,55;35,1;182,95;36,745;43,8;69,07369611;13,165;39,265;54,18;34,74;20,685;27,425;16,1;82,64;117,0693873;63,33;151,2979488;4,59882612;53,08;49,6;34,455;31,72;31,215;260,6;15,425;7,715;21,50915687;20,58;30,52;9,604;77,56;25,395;56,07;38,28;33,045;6,266;39,49515605;94,38;5,77;#N/A
06/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
07/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
08/04/2013;123,95;35,21;183,85;36,75;43,705;68,22481924;13,105;39,16;54,27;34,38;20,625;27,495;16,22;83,85;118,7366573;62,8;151,7097061;4,588900596;52,96;48,35;34,5;32,1;31,6;263,1;15,25;7,574;21,6277992;20,645;30,37;9,553;77,81;25,095;55,85;38,71;33,16;6,118;39,75225643;94,91;5,73;#N/A
09/04/2013;121,55;35,36;181,9;37,11;43,14;68,12236859;13,21;39,365;53,55;34,535;20,855;27,82;16,135;82,94;116,9792646;63,01;150,7031882;4,65672501;52,25;48,63;34,54;31,75;31,635;259,8;15,44;7,708;22,33034791;20,92;31;9,752;78,38;25,26;56;37,6;33,345;6,219;39,53296493;94,35;5,765;#N/A
10/04/2013;123,85;36;184,65;37,46;43,935;68,67852929;13,705;41,465;53,67;35,315;21,505;28,7;16,305;84,86;118,961964;62,75;153,5854896;4,847791347;53,03;49,06;34,995;32,6;32,375;260,85;15,96;7,82;22,33500055;21,09;31,51;10,155;79,62;26,805;57,42;38,475;34,05;6,602;40,00179504;95,31;5,94;#N/A
11/04/2013;124,4;36,275;187,3;37,505;44,465;68,5102175;13,925;41,975;54,08;35,71;21,9;29,005;16,465;85,36;119,863191;63,87;156,0560336;4,83042168;54,07;50,56;35,405;33,085;32,83;264,5;16,225;7,919;22,01629468;21,55;31,615;10,15;80,31;27,19;58,1;38,38;34,5;6,693;40,39500739;96,11;6,138;#N/A
12/04/2013;123,45;35,86;190,3;37,19;44,43;67,86624195;13,71;40,725;54,27;34,25;21,605;28,725;16,135;84,18;117,925553;62,4;154,7750108;4,667477661;54,37;49,54;35,04;32,645;32,695;264,5;16,165;7,82;21,70456777;21,26;31,56;10,275;79,5;26,4;56,75;37,655;34;6,505;39,2909881;95,65;5,951;#N/A
13/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
14/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
15/04/2013;123,3;35,715;186,45;36,55;44;67,68329435;13,735;40,33;54,46;34,3;21,38;28,975;16,09;84,51;118,2860438;60,59;153,8599945;4,569876675;51,56;47,395;34,865;32;32,42;261,6;16,155;7,75;20,94851369;21,15;31,035;10,185;81,9;26,1;55;37,505;33,88;6,385;38,42138386;94,56;5,93;#N/A
16/04/2013;121,65;35,465;186,85;36,185;43,75;67,55888998;13,485;40,12;55,68;34,1;21,155;29;16,08;82,94;113,7799088;60,7;152,2129651;4,589727723;51,53;46,9;34,38;31,585;32,56;254,95;15,76;7,605;20,93688209;21,13;30,595;10;82,35;26,155;54,96;37,195;33,64;6,406;38,45163096;93,61;5,919;#N/A
17/04/2013;120,9;34,62;183,05;35,25;43,39;66,37338952;13,105;38,295;55,12;33,65;20,625;28,38;15,81;79,9;109,7243873;59,84;149,7881718;4,414376799;50,15;45,215;33,96;31,035;31,76;251,9;15,47;7,505;20,18548066;20,915;29,5;9,966;79,68;25,175;52,91;39;32,97;6,21;38,11891282;92,8;5,59;#N/A
18/04/2013;121,15;34,525;184,15;35,28;44,09;67,44912142;12,89;38,29;56,6;33,65;20,405;27,88;15,905;82,5;108,8682216;59,2;148,9189063;4,404451275;50,6;45,04;34,405;31,53;32,075;249,75;15,32;7,556;20,12267001;20,645;29,27;9,5;80,09;24,3;52,86;38,795;33,01;6,144;38,33820432;93,19;5,53;#N/A
19/04/2013;126,4;34,58;187,4;35,54;44,525;68,26140876;12,995;38,965;58,72;33,685;21,055;28,37;16,135;82,99;111,1212891;60,05;151,8927094;4,42512945;50,79;46,57;34,965;32;32,445;248,85;15,66;7,606;20,38787052;21;29,44;9,389;80,64;24,78;53,15;39,93;33,2;6,236;38,26258656;94,53;5,539;#N/A
20/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
21/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/04/2013;125,3;34,65;189,5;35,79;44,305;67,76379129;13,03;38,96;58,63;33,7;20,8;28,625;16,225;81,74;109,81451;60;150,6574373;4,364749179;51,27;47,645;35,01;32,2;32,545;251,55;15,92;7,641;20,37856524;21,02;29,165;9,498;80,22;24,995;53,2;39,395;33,075;6,3;38,14159814;95,51;5,61;#N/A
23/04/2013;130,8;34,33;195,05;36,945;45,105;69,31518694;13,65;41,06;59,57;34,7;21,955;29,395;16,56;85,06;112,7434977;62,2;157,8403155;4,505360769;52,58;49,49;36,97;32,72;33,385;256;16,305;7,797;21,11833507;21,725;30,245;9,738;83,59;26,76;56,35;40,615;34,13;6,73;38,98095528;98;6,102;#N/A
24/04/2013;132,85;35,185;198,8;37,765;45,4;69,88598346;14,1;41,79;59,25;34,965;22,4;30,265;17;86,15;115,5373014;62,31;162,4611479;4,975168905;53,24;50,54;36,86;32,515;33,145;255,35;16,595;8,01;21,7650521;21,985;30,95;9,856;84,6;26,785;58,28;40,91;34,5;6,782;39,3212352;96,9;6,324;#N/A
25/04/2013;131;35,5;194,45;38,1;45,33;69,00783497;14,36;41,8;58,39;35,335;22,395;30,545;17,1;85,42;117,024326;63,21;163,3304134;5,086003923;53,86;52,19;37,46;32,155;33,385;258,45;16,165;8,171;22,2256635;22,135;31,21;10,045;82,65;26,965;58,33;40,65;35,065;6,867;41,15874677;94,89;6,421;#N/A
26/04/2013;130,45;36,705;194,95;37,55;45,735;69,70303586;14,19;41,58;57,62;35,01;22,15;30,255;17;84,75;116,3934671;63,85;152,3502175;5,172852258;52,91;52,36;37,725;32,055;33,125;253,85;15,945;8,141;21,61151496;22,02;30,91;10,135;82,22;26,725;57,77;40;35,045;6,893;40,90164638;92,1;6,404;#N/A
27/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
28/04/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
29/04/2013;134,2;37,245;199,8;38,125;46;70,54459482;14,425;42,35;58,9;35,31;22,805;30,475;17,28;85,5;118,4212278;65,29;152,8077257;5,052918843;53,69;53,92;37,81;32,45;33,525;256,55;16,355;8,218;22,05816845;22,335;31,23;10,395;83,45;27,2;58,11;39,865;35,52;7,047;40,44793982;93,33;6,46;#N/A
30/04/2013;135,4;36,56;198,5;38,27;46,3;70,33969351;14,215;42,31;58,01;34,925;22,5;30,455;17,2;85,44;118,5113505;64,13;152,8534765;5,02893216;52,82;52,32;37,29;32,98;33,42;256,1;16,3;8,124;21,6161676;21,19;31,16;10,465;83,22;27,58;57,9;40,105;35,385;6,951;39,96398616;94;6,601;#N/A
01/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/05/2013;136,05;36,655;199;37,9;46,09;70,03234154;14,31;42,87;57,43;37,6;22,565;30,5;17,07;84,49;118,961964;64,1;154,226001;4,8800493;54,03;52,02;37,5;32,81;33,87;260,8;16,48;8,076;21,82786274;21,185;30,98;10,44;83,37;27,78;56,84;40,355;35,69;7,01;41,03775835;94,64;6,689;#N/A
03/05/2013;135,6;37,35;193;38,435;45,82;71,19588828;14,66;43,89;57,54;38,01;22,99;31,045;16,935;85,56;121,8458904;66,47;154,5462567;4,949527968;54,32;53,65;37,9;33,05;33,58;264,05;16,73;8,248;22,40479016;21,63;31,915;10,65;84,8;28,545;57,55;40,85;35,555;7,158;40,28914253;93,6;6,699;#N/A
04/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
05/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
06/05/2013;136;37,295;193,2;38,46;45,88;71,48860444;14,71;43,895;57,47;38,01;22,46;31,01;16,875;85,45;120,8094794;66,95;156,2847877;4,969379016;54,78;53,19;37,65;32,935;33,9;262,1;16,485;8,187;22,52575881;21,5;32,2;10,735;84,31;28,52;57,5;40,725;35,445;7,202;41,09825256;94;6,712;#N/A
07/05/2013;132,1;37,66;194,45;38,525;45,685;71,44469702;14,86;44,95;57,79;38,24;23,095;31,305;16,93;85,56;120,2687432;66,66;156,5592926;5,014871001;54,6;54,08;37,61;33,355;34,13;260,35;16,505;8,189;22,53041145;20,74;28,4;10,485;84,85;30,14;57,2;40,725;36,745;7,088;41,25704986;92,25;6,808;#N/A
08/05/2013;133,6;37,95;194,5;38,725;45,815;71,51787606;15,01;44,65;58,64;38,9;23,785;32,17;16,9;86,96;120,3138045;67,4;156,7880467;5,003291223;54,9;53,42;37,935;35,2;36,24;263,95;16,685;8,159;22,2140319;21,01;27,805;10,4;86,35;30,72;58,5;41,25;37,545;7,05;41,34779117;92,6;7,132;#N/A
09/05/2013;133,5;37,85;194,45;38,76;45,95;71,34956426;14,48;44,54;58,02;39,09;23,31;32,3;16,89;86,93;120,5841726;66,98;156,6050434;5,006599731;55,12;53,03;38,655;34,795;36,3;263,95;16,545;8,191;22,90029637;21,205;27,645;10,18;83,09;30,68;58,55;41,335;37,4;7,045;41,58220622;93,47;7,048;#N/A
10/05/2013;134,05;37,695;193,8;38,85;46,015;71,54714767;14,64;44,67;58,52;39,315;23,565;32,615;16,91;87,84;121,0798475;67,09;159,5788465;5,119089003;55,76;52,4;39,245;35,235;36,4;266,85;16,645;8,355;23,48420275;21,245;27,72;10,235;85,13;30,065;58,82;41,51;37,365;6,912;41,78637418;93,67;7,196;#N/A
11/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/05/2013;134,15;37,55;197,65;38,81;45,935;71,58373719;14,6;44,155;58,82;39,12;23,185;32,2;16,755;88,16;119,9983751;67,1;158,9383351;5,114126241;55,74;53,79;39,21;35,035;36;267,1;16,73;8,332;23,17014952;21,61;27,99;10,455;84,7;29,845;58,68;41,2;37,515;6,79;41,96029502;94,28;7,063;#N/A
14/05/2013;136;37,71;201,8;38,975;46,5;71,65691623;14,785;45,045;58,95;39,15;23,33;32,605;15,985;88,73;122,3415653;67,46;158,6180793;5,190221925;55,22;56;39,5;35,665;36,395;269,05;16,575;8,324;22,78398036;21,3;28,715;10,395;84,75;29,995;58,9;42,44;37,68;6,917;41,90736259;94,46;7,051;#N/A
15/05/2013;135,9;37,875;202,4;38,9;46,65;71,62764462;14,965;45,75;58,88;39,55;23,6;32,47;15,72;88,9;124,2792033;68,15;158,2978236;5,423471739;55,24;58,5;39,645;36,25;37,355;271,6;16,46;8,32;22,70721179;21,345;29,045;10,65;84,77;30,6;58,95;43,115;38;7,187;42,19471008;94,24;7,21;#N/A
16/05/2013;136,65;37,715;203,2;38,55;46,985;70,18601752;15,105;45,85;58,87;39,385;23,335;32,995;15,3;88,63;126,5322708;68,05;160,5396136;5,366399976;55,25;59,19;40,26;36,22;37,21;273,45;16,36;8,214;22,76304348;20,665;28,215;10,66;84,62;30,765;59,25;43,3;38,405;7,281;42,57279888;93,7;7,222;#N/A
17/05/2013;135;38,025;207,45;39;46,34;71,15929876;15,09;46,49;58,11;39,28;23,27;32,715;15,19;88,22;127,6588046;71,09;161,1343742;5,907341034;55,59;61,29;40,11;36,17;37,74;276,6;16,605;8,233;23,20039168;20,275;27,71;10,625;84,5;31,5;60,06;43,3;38,69;7,36;42,17202475;92,82;7,32;#N/A
18/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
19/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20/05/2013;135,35;38,44;207,35;39,335;46,395;71,34956426;15,13;46,705;59,17;39,965;23,475;32,78;15,315;88,62;128,2446021;70,97;160,7683677;6,25308012;56,91;62,13;40,34;36,72;37,595;277,7;16,665;8,296;23,50746595;20,72;28,565;10,06;84,31;32,155;60,1;43,165;38,99;7,487;42,57279888;94,53;7,52;#N/A
21/05/2013;136,6;38,535;208,25;39,675;46,105;71,20320618;15,025;45,485;58,83;40,01;23,32;33,1;15,4;89,07;129,0557064;70,8;161,180125;6,218340786;57,24;62,27;40,92;37,13;37,8;281,2;16,525;8,292;23,90294039;20,54;29;9,998;85,14;32;61,45;43,075;38,9;7,379;42,20227186;95,95;7,677;#N/A
22/05/2013;136,3;38,015;205,4;39,675;46,58;71,17393457;15,17;46,05;58,97;38,725;24,415;32,535;15,605;89,7;127,7939886;70,93;160,9056201;6,102543006;56,88;62,13;40,69;37,525;37,86;280,1;16,5;8,303;23,83315078;20,4;29,195;9,978;86,43;32,13;62,81;43,1;38,9;7,498;42,49718112;95,58;7,551;#N/A
23/05/2013;133,75;37,255;197,7;39,355;45,905;70,35432932;14,715;44,78;58,3;38,065;23,17;32,17;15,1;89,43;123,8285898;68,3;157,3828073;5,78161773;56,42;59,66;40,435;37,375;37,23;274,4;16,29;8,099;23,19806536;20,04;28,465;9,852;84,81;30,885;60,86;42,02;37,995;7,257;42,05859811;94;7,307;#N/A
24/05/2013;132,95;37,495;196;39,475;46,03;70,94707954;14,76;44,22;58,02;38,67;23,15;32,41;15,17;87,27;123,9187125;66,06;156,1017845;5,789889;55,69;59,25;40,365;37,725;36,7;275;16,26;8,1;23,12362311;20,195;28,865;9,623;84,51;30,635;60,58;42,525;38,025;7,12;41,63513866;95,11;7,189;#N/A
25/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
26/05/2013;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27/05/2013;134,45;37,865;197;39,8;46,275;71,38615378;14,895;45,105;58,65;38,62;23,655;32,265;15,595;88,18;124,5495714;66,14;155,8730304;5,929673463;56,7;59,5;40,425;37,35;37,015;276,5;16,305;8,189;23,42604474;20,28;28,77;9,642;85,51;30,925;61,29;42,595;38,46;7,195;42,02835101;95,44;7,261;#N/A
28/05/2013;136,1;39,305;198;40,07;47,035;71,75936689;15,37;46,04;59,56;38,625;23,725;33,04;15,715;88,86;126,4872095;67,5;159,6703481;6,086827593;57,37;61,47;41,265;37,3;38;281,75;16,435;8,3;23,47257115;20,64;29,255;9,78;86,67;31,88;61,31;43,8;38,935;7,345;42,17958653;95,2;7,381;#N/A
29/05/2013;132,55;39,35;193,6;39,4;47,06;70,96171535;15,3;45,27;58,4;38,195;22,6;33,035;15,445;86,91;123,5582217;66,88;154,1802502;5,830418223;55,98;59,71;41,035;36,82;36,995;277,95;16,065;8,15;23,27483393;20,465;29,25;9,52;83,71;31,01;60,15;44,2;37,62;7,289;41,86955371;94,5;7,187;#N/A
30/05/2013;133,6;40;193,05;39,395;47,625;71,69350575;15,57;45,63;57,6;38,25;23,165;33,7;15,475;87,09;124,6847555;67,16;155,6900271;5,846133636;56,4;59,35;41,54;37,8;37,05;276,85;16,05;8,109;23,43767634;20,85;29,38;9,627;84,02;31,09;61,64;44,245;38,33;7,384;42,80721394;94,5;7,339;#N/A
